iter	Logloss
123	0.6177901198
124	0.6176997165
125	0.6176069507
126	0.617514202
127	0.617446556
128	0.6172931584
129	0.6172458515
130	0.6172253782
131	0.6171427382
132	0.6170139917
133	0.6169796522
134	0.6168932639
135	0.6167773681
136	0.616699515
137	0.6166236535
138	0.6165332884
139	0.61647922
140	0.6164507283
141	0.6163888318
142	0.6163207047
143	0.6162552141
144	0.6161548352
145	0.6160925692
146	0.6160363968
147	0.6159407926
148	0.6158299725
149	0.6157414081
150	0.6156645154
151	0.615649499
152	0.6156034237
153	0.6154672544
154	0.6153065017
155	0.6152532802
156	0.6151208165
157	0.6150521735
158	0.615005028
159	0.6149831675
160	0.614945276
161	0.6148477345
162	0.6147394185
163	0.614659619
164	0.6145346959
165	0.6145251354
166	0.6144564773
167	0.6143706781
168	0.6142902754
169	0.6142346905
170	0.6141723329
171	0.6141235573
172	0.6140650335
173	0.6139758097
174	0.6138903355
175	0.6138318977
176	0.6137871473
177	0.6136921675
178	0.6136195966
179	0.6135845682
180	0.6134758222
181	0.6133563898
182	0.6133052872
183	0.6132233599
184	0.6131638459
185	0.6130377852
186	0.6129565033
187	0.6128171149
188	0.6127610747
189	0.6126375396
190	0.6126096612
191	0.6125520364
192	0.6125197889
193	0.6124701156
194	0.6123907636
195	0.612336917
196	0.6122772669
197	0.6122484691
198	0.6121416551
199	0.6121115048
200	0.612004002
201	0.6119397034
202	0.6118050559
203	0.6117718987
204	0.6117560786
205	0.6116852112
206	0.6116003877
207	0.6115474478
208	0.6115174237
209	0.6114759072
210	0.6114508008
211	0.6113838954
212	0.6113290039
213	0.6112651609
214	0.611159709
215	0.6111092007
216	0.6110798674
217	0.6110504737
218	0.6109784905
219	0.6108828221
220	0.6108497084
221	0.6107808143
222	0.6107332014
223	0.6107075084
224	0.6106556201
225	0.6106021498
226	0.6104936656
227	0.6104260116
228	0.6103567402
229	0.6103005818
230	0.610212303
231	0.6101487343
232	0.6100913791
233	0.6100475606
234	0.6100194484
235	0.6099606936
236	0.6098720227
237	0.6097902311
238	0.6097180285
239	0.6096964517
240	0.6096463106
241	0.6095912284
242	0.6094581665
243	0.6094193189
244	0.6093593619
245	0.6093199972
246	0.6093029138
247	0.609242748
248	0.6091447929
249	0.6090809569
250	0.6090656372
251	0.6090365476
252	0.6089823108
253	0.6089456366
254	0.6088705611
255	0.6088162103
256	0.6086962737
257	0.608659898
258	0.6086087104
259	0.6085106726
260	0.6084911592
261	0.6084312129
262	0.6084073197
263	0.6083041078
264	0.6082486083
265	0.6082154056
266	0.6081792515
267	0.6081435481
268	0.6080445909
269	0.6080075127
270	0.6079935362
271	0.6079483084
272	0.6078655047
273	0.6078119766
274	0.60769333
275	0.6076483585
276	0.6076322193
277	0.6075890069
278	0.6074346871
279	0.6073816136
280	0.607346212
281	0.607268662
282	0.6072368245
283	0.6072106345
284	0.6071701991
285	0.6071051861
286	0.6070758984
287	0.6069934035
288	0.6069625989
289	0.6069176182
290	0.6068452473
291	0.606830558
292	0.606787668
293	0.6067537161
294	0.606703625
295	0.6066650807
296	0.6065946049
297	0.6065591476
298	0.6065324483
299	0.606453809
300	0.6063845129
301	0.606307003
302	0.6062752453
303	0.6062557256
304	0.6062279831
305	0.6062122908
306	0.6061082337
307	0.6060726877
308	0.6060370785
309	0.6059790458
310	0.6059538353
311	0.6059204869
312	0.6058754976
313	0.6058341033
314	0.6058106212
315	0.6057482473
316	0.6057266485
317	0.6056811121
318	0.6056273313
319	0.6055934725
320	0.6055401055
321	0.6054769069
322	0.6054413163
323	0.6054002351
324	0.6053742322
325	0.6053354316
326	0.6052913508
327	0.6052494705
328	0.6052351671
329	0.6052079121
330	0.6051394093
331	0.6051175938
332	0.605063577
333	0.6049779484
334	0.6049355745
335	0.6048938908
336	0.6048702506
337	0.6048449428
338	0.6048090728
339	0.6047552797
340	0.6047046495
341	0.6046695839
342	0.6045842676
343	0.6045479141
344	0.6045374575
345	0.6045027072
346	0.6044569596
347	0.604388601
348	0.6043501254
349	0.6043163384
350	0.6042820045
351	0.6042504208
352	0.6042001078
353	0.6041470415
354	0.6041219209
355	0.6040543926
356	0.6040176761
357	0.6040001397
358	0.603942079
359	0.6038877908
360	0.6038274102
361	0.6037848501
362	0.6037486246
363	0.6036707416
364	0.603661956
365	0.6036342961
366	0.6035699335
367	0.6035333283
368	0.6034911988
369	0.6034495665
370	0.603405835
371	0.6033523835
372	0.6032862846
373	0.6032055339
374	0.603148791
375	0.6031210281
376	0.6030785509
377	0.6030366476
378	0.6029772503
379	0.6029383628
380	0.6029035494
381	0.6028602019
382	0.6028217014
383	0.6027381447
384	0.6026825055
385	0.6026295658
386	0.6026122038
387	0.6025556721
388	0.6024808165
389	0.6024479275
390	0.6023883887
391	0.6023738889
392	0.6023381401
393	0.6023069395
394	0.6022688183
395	0.6022352881
396	0.6021784251
397	0.6021615997
398	0.6021363986
399	0.6021061455
400	0.6020528736
401	0.6020321641
402	0.6020027015
403	0.601964733
404	0.6019201901
405	0.6018828277
406	0.6018226502
407	0.6017588577
408	0.6017243288
409	0.6016987242
410	0.6016688524
411	0.6016108745
412	0.6015676575
413	0.6015369243
414	0.601444905
415	0.6013966884
416	0.6013740617
417	0.6013556188
418	0.6013096731
419	0.6012774814
420	0.6012462608
421	0.6012249174
422	0.6011741545
423	0.6011505084
424	0.6010988277
425	0.6010693035
426	0.6010476035
427	0.6010078048
428	0.6009850923
429	0.6009512417
430	0.6009348164
431	0.6008927332
432	0.6008747258
433	0.6008583375
434	0.6008299351
435	0.6008120293
436	0.6007759261
437	0.6007088451
438	0.600675951
439	0.6006276606
440	0.6005719242
441	0.6005373625
442	0.6005038007
443	0.6004765169
444	0.6004225106
445	0.6004070305
446	0.6003763012
447	0.6003395465
448	0.6002939668
449	0.6002284902
450	0.6001764387
451	0.6001356673
452	0.6000981588
453	0.6000865396
454	0.6000594677
455	0.6000206052
456	0.599947718
457	0.5999247591
458	0.5998717937
459	0.5998444709
460	0.5997831599
461	0.5997447772
462	0.5997113028
463	0.5996587676
464	0.5995989897
465	0.599569449
466	0.5995318761
467	0.5995047568
468	0.5994855661
469	0.5994625884
470	0.5994018398
471	0.5993627054
472	0.5993428065
473	0.5993062015
474	0.5992889629
475	0.5992608739
476	0.5992183633
477	0.5991722693
478	0.5991442447
479	0.5991188795
480	0.5991039573
481	0.5990717944
482	0.5990466794
483	0.5989971884
484	0.5989859458
485	0.5989546721
486	0.5989230797
487	0.5988535663
488	0.5988075351
489	0.5987648604
490	0.5987144597
491	0.5986917488
492	0.5986467507
493	0.598582863
494	0.5985537436
495	0.59853458
496	0.598516763
497	0.5985022752
498	0.5984686758
499	0.5984366435
500	0.5983932983
501	0.5983425487
502	0.5983101815
503	0.5982762993
504	0.5982372843
505	0.598205834
506	0.5981547606
507	0.5980948271
508	0.5980690046
509	0.5980249219
510	0.5979893463
511	0.5979689679
512	0.5979267097
513	0.5978513198
514	0.5978296676
515	0.5978183134
516	0.5977982558
517	0.5977525315
518	0.5977313235
519	0.5976869364
520	0.5976701755
521	0.5976258859
522	0.597583966
523	0.5975695001
524	0.5975408771
525	0.5975125932
526	0.5974830466
527	0.5974643379
528	0.597420697
529	0.5973719317
530	0.5973601752
531	0.5973319076
532	0.5972858209
533	0.5972453105
534	0.5972078911
535	0.5971851076
536	0.5971580097
537	0.5971278212
538	0.5970736135
539	0.5970462875
540	0.5970152725
541	0.5969976116
542	0.59696161
543	0.5969260908
544	0.5969070999
545	0.5968529305
546	0.5968292358
547	0.5967896542
548	0.5967568408
549	0.5967006262
550	0.5966507263
551	0.596637029
552	0.5966067423
553	0.5965972096
554	0.5965533814
555	0.596512881
556	0.5964849257
557	0.5964625269
558	0.5964108239
559	0.5963839081
560	0.5963596476
561	0.5963138785
562	0.5962784834
563	0.5962526636
564	0.5962260908
565	0.5961952117
566	0.5961660924
567	0.596137703
568	0.5961028868
569	0.5960594542
570	0.5960346196
571	0.5960087714
572	0.5959713092
573	0.5959316687
574	0.5959126507
575	0.5958761128
576	0.5958655182
577	0.5958408445
578	0.5957910237
579	0.5957600418
580	0.5957234648
581	0.5956854226
582	0.5956449353
583	0.595606305
584	0.5955798415
585	0.595561268
586	0.5955476648
587	0.5955023723
588	0.5954552656
589	0.5954361105
590	0.5954131594
591	0.5953692786
592	0.5953524201
593	0.5953356784
594	0.5953059538
595	0.5952736851
596	0.5952511416
597	0.5952258312
598	0.5951860067
599	0.5951543466
600	0.5951177131
601	0.5950992383
602	0.5950513143
603	0.5950167722
604	0.5949927514
605	0.5949657088
606	0.594947327
607	0.5949020128
608	0.5948813686
609	0.5948694301
610	0.5948101564
611	0.5947762878
612	0.5947645378
613	0.5947044408
614	0.5946752885
615	0.5946380129
616	0.5946078943
617	0.5945837365
618	0.5945078299
619	0.5944840265
620	0.5944729215
621	0.5944258509
622	0.5944162275
623	0.5943931521
624	0.5943559903
625	0.59434183
626	0.5943202197
627	0.5942724027
628	0.5942187667
629	0.5941929141
630	0.5941672335
631	0.5941301854
632	0.5941027996
633	0.5940795306
634	0.5940379656
635	0.5939950732
636	0.5939871083
637	0.5939622277
638	0.5939192993
639	0.5939061833
640	0.5938477712
641	0.5938220138
642	0.5937744745
643	0.5937566849
644	0.5937164501
645	0.5936995241
646	0.5936489285
647	0.5936286995
648	0.593597977
649	0.5935858565
650	0.5935567294
651	0.5935092699
652	0.5934742966
653	0.5934353166
654	0.5934050073
655	0.593385671
656	0.5933696405
657	0.5933369734
658	0.5932527521
659	0.5932118349
660	0.5931526175
661	0.593139245
662	0.5930587537
663	0.5930205155
664	0.5929892481
665	0.5929560684
666	0.5929265356
667	0.5928933666
668	0.5928713818
669	0.5928447878
670	0.5928341378
671	0.5928089362
672	0.5927850989
673	0.5927455165
674	0.5927246906
675	0.5927038445
676	0.5926735351
677	0.592647013
678	0.5926380575
679	0.5926157278
680	0.5925635069
681	0.5925307062
682	0.592500358
683	0.5924813106
684	0.5924560512
685	0.59243239
686	0.5923981565
687	0.5923565386
688	0.592314637
689	0.5922846721
690	0.5922599651
691	0.59224784
692	0.5922009136
693	0.592143469
694	0.5921141444
695	0.5920987856
696	0.5920934256
697	0.5920756701
698	0.5920567827
699	0.5920387524
700	0.5920155253
701	0.5919958053
702	0.5919750962
703	0.5919276108
704	0.5919116231
705	0.591892175
706	0.591863249
707	0.5918478461
708	0.5918102343
709	0.5917947274
710	0.5917235649
711	0.5916877612
712	0.5916552639
713	0.5916227617
714	0.5915499671
715	0.5915047105
716	0.5914464122
717	0.5914030056
718	0.5913591575
719	0.5913347402
720	0.591303439
721	0.5913027747
722	0.5912819036
723	0.59126276
724	0.591229886
725	0.5912029773
726	0.5911702066
727	0.591154074
728	0.5911372288
729	0.5911007131
730	0.5910482241
731	0.5910281538
732	0.5909962461
733	0.590966827
734	0.5909439967
735	0.5909206709
736	0.590897207
737	0.5908805739
738	0.5908390574
739	0.5908154262
740	0.5907908671
741	0.5907491283
742	0.5907384779
743	0.5907062305
744	0.5906544198
745	0.5906279339
746	0.5905948528
747	0.5905445227
748	0.5904999172
749	0.5904600087
750	0.5904454284
751	0.5904125266
752	0.5903965049
753	0.5903412406
754	0.5903316487
755	0.59030567
756	0.5902727733
757	0.5902364591
758	0.5902080755
759	0.5901591686
760	0.5901201861
761	0.5900812607
762	0.5899764417
763	0.5899593828
764	0.5899066503
765	0.5898940624
766	0.5898499002
767	0.5897949968
768	0.5897781704
769	0.5897697742
770	0.5897426761
771	0.5896766021
772	0.5896472243
773	0.5896061127
774	0.5895927515
775	0.5895407774
776	0.5894780298
777	0.5894139124
778	0.5893718383
779	0.589337898
780	0.5893009699
781	0.5892731875
782	0.5892506536
783	0.5892018673
784	0.5891588926
785	0.5891335908
786	0.5891104827
787	0.5890894719
788	0.5890597063
789	0.5890465605
790	0.5890385088
791	0.5889991729
792	0.58896626
793	0.5889387121
794	0.5889077395
795	0.5888679338
796	0.588847635
797	0.5888248968
798	0.5887884951
799	0.5887674498
800	0.5887200196
801	0.5886891235
802	0.5886534396
803	0.5886411024
804	0.5886033455
805	0.5885856043
806	0.5885453878
807	0.588532069
808	0.5884753354
809	0.5884490688
810	0.5884209997
811	0.5883523391
812	0.5883402414
813	0.5882521934
814	0.5881965173
815	0.588188
816	0.5881665887
817	0.5881499881
818	0.5881327768
819	0.5881156842
820	0.588092643
821	0.5880603447
822	0.5880233187
823	0.5880026617
824	0.5879720466
825	0.5879562913
826	0.5879043532
827	0.5878679711
828	0.5878365138
829	0.5878009394
830	0.5877828232
831	0.5877488149
832	0.5877029992
833	0.587685805
834	0.5876713458
835	0.5876578183
836	0.5876321421
837	0.5876119459
838	0.5875606152
839	0.5875511654
840	0.5874946277
841	0.5874760517
842	0.587458694
843	0.5874024599
844	0.5873708298
845	0.5873449826
846	0.5873319891
847	0.5872939674
848	0.5872382227
849	0.5872223222
850	0.5872095222
851	0.5871899614
852	0.5871373683
853	0.5870645863
854	0.5870511729
855	0.5870436696
856	0.5869771239
857	0.5869358099
858	0.5869235827
859	0.5868933748
860	0.5868659685
861	0.5868388272
862	0.5868229084
863	0.5867997146
864	0.5867678583
865	0.5867376871
866	0.5867107638
867	0.5866762248
868	0.5866425899
869	0.586619275
870	0.586573736
871	0.5865502066
872	0.5865248549
873	0.586471087
874	0.5864536036
875	0.5864000018
876	0.5863767004
877	0.58636583
878	0.5863441752
879	0.5863117435
880	0.5862782221
881	0.5862569508
882	0.586249492
883	0.586222666
884	0.5861924484
885	0.5861415947
886	0.5861207306
887	0.5861013532
888	0.5860647431
889	0.5860499437
890	0.5860394779
891	0.5860066364
892	0.5859696941
893	0.5859217516
894	0.5858803726
895	0.5858637421
896	0.5858468112
897	0.5858133192
898	0.585763908
899	0.5857298866
900	0.5856903396
901	0.5856369899
902	0.5856224596
903	0.5856049384
904	0.58557426
905	0.585535367
906	0.5855165884
907	0.5854998188
908	0.5854766335
909	0.5854444945
910	0.5854053618
911	0.5853622074
912	0.5853283657
913	0.5852838969
914	0.5852396389
915	0.5852100427
916	0.5851821097
917	0.5851403752
918	0.5851032775
919	0.5850624656
920	0.585037565
921	0.5850007467
922	0.5849876839
923	0.584952701
924	0.5849219197
925	0.5848843529
926	0.5848470345
927	0.584813088
928	0.5848055369
929	0.5847823065
930	0.5847707596
931	0.5847522584
932	0.5847359902
933	0.5847126498
934	0.5846886367
935	0.584660889
936	0.5846325393
937	0.5846053286
938	0.5845527211
939	0.5845283055
940	0.5844882983
941	0.5844619627
942	0.5844307607
943	0.5844046829
944	0.5843863597
945	0.5843665741
946	0.5843448075
947	0.5842799526
948	0.5842271072
949	0.584197987
950	0.5841722213
951	0.584125085
952	0.5841036156
953	0.5840661256
954	0.5840572932
955	0.584039424
956	0.5840212537
957	0.5839976079
958	0.5839595382
959	0.58392863
960	0.5839000379
961	0.5838738219
962	0.5838386599
963	0.5837937875
964	0.583777411
965	0.5837312251
966	0.5837086362
967	0.5836703056
968	0.5836487318
969	0.5836123184
970	0.5835821136
971	0.583555267
972	0.5835256203
973	0.5834999123
974	0.5834700665
975	0.5834417775
976	0.5834095973
977	0.5833896193
978	0.5833626171
979	0.5833363254
980	0.5833008745
981	0.583236881
982	0.583200395
983	0.5831757921
984	0.58313091
985	0.5831086854
986	0.5830703456
987	0.5830430907
988	0.5830138423
989	0.5829767297
990	0.5829588543
991	0.5829421139
992	0.5829038809
993	0.5828837569
994	0.5828582593
995	0.5828378734
996	0.5827981241
997	0.582787104
998	0.5827440042
999	0.5827307947
1000	0.5827176934
1001	0.5826961102
1002	0.5826503688
1003	0.5826210072
1004	0.5825906405
1005	0.582587352
1006	0.5825516015
1007	0.5825074566
1008	0.5824870666
1009	0.5824460075
1010	0.5824237972
1011	0.5824160235
1012	0.5823900586
1013	0.582356359
1014	0.5823412318
1015	0.5823280048
1016	0.5822911399
1017	0.5822603057
1018	0.5822083882
1019	0.5821709543
1020	0.5821517579
1021	0.5821197244
1022	0.5820700047
1023	0.5820090121
1024	0.5819924023
1025	0.5819876512
1026	0.5819562156
1027	0.5819267435
1028	0.5819208938
1029	0.5818942321
1030	0.5818793477
1031	0.5818366763
1032	0.5818218953
1033	0.5817964833
1034	0.5817694218
1035	0.5817456897
1036	0.5817116859
1037	0.5816920983
1038	0.5816400424
1039	0.5816134707
1040	0.5815893173
1041	0.5815672486
1042	0.5815396991
1043	0.5815035306
1044	0.5814879053
1045	0.5814523878
1046	0.5814426614
1047	0.5814167407
1048	0.5814004825
1049	0.5813790004
1050	0.5813535106
1051	0.5813302904
1052	0.5812824945
1053	0.5812668396
1054	0.5812136958
1055	0.5811760655
